1	1	2007	69.1
1	2	2007	69.5
1	3	2007	65.5
1	4	2007	63
1	5	2007	62.4
1	6	2007	57.1
1	7	2007	54.4
1	8	2007	56.3
1	9	2007	61.3
1	10	2007	63.6
1	11	2007	68.5
1	12	2007	67.4
1	13	2007	62.8
1	14	2007	64.5
1	15	2007	69.7
1	16	2007	70.1
1	17	2007	63.2
1	18	2007	61.6
1	19	2007	64.9
1	20	2007	70
1	21	2007	62.8
1	22	2007	64.3
1	23	2007	63.1
1	24	2007	57.5
1	25	2007	61.5
1	26	2007	62
1	27	2007	59.1
1	28	2007	52.7
1	29	2007	54.3
1	30	2007	58.4
1	31	2007	61.3
2	1	2007	55
2	2	2007	54
2	3	2007	60.2
2	4	2007	64.8
2	5	2007	64.2
2	6	2007	68.2
2	7	2007	70
2	8	2007	71.9
2	9	2007	69.1
2	10	2007	61.9
2	11	2007	63.1
2	12	2007	66.9
2	13	2007	71.1
2	14	2007	64
2	15	2007	65.5
2	16	2007	69.5
2	17	2007	73
2	18	2007	65
2	19	2007	62.1
2	20	2007	63.5
2	21	2007	64.2
2	22	2007	65.4
2	23	2007	65.7
2	24	2007	68.5
2	25	2007	60.3
2	26	2007	61.7
2	27	2007	69
2	28	2007	69.1
3	1	2007	70.5
3	2	2007	71
3	3	2007	72.3
3	4	2007	72.1
3	5	2007	56.6
3	6	2007	53.4
3	7	2007	55.7
3	8	2007	60.1
3	9	2007	62
3	10	2007	66.2
3	11	2007	58.2
3	12	2007	64.1
3	13	2007	66.5
3	14	2007	71.5
3	15	2007	73.6
3	16	2007	68.1
3	17	2007	61.3
3	18	2007	61.4
3	19	2007	60.1
3	20	2007	60.1
3	21	2007	66.5
3	22	2007	71.4
3	23	2007	72.7
3	24	2007	73.2
3	25	2007	68.6
3	26	2007	71.8
3	27	2007	66.6
3	28	2007	73.1
3	29	2007	76.3
3	30	2007	80
3	31	2007	78.4
4	1	2007	77.9
4	2	2007	62.4
4	3	2007	56.5
4	4	2007	60.4
4	5	2007	64.9
4	6	2007	63.7
4	7	2007	62.8
4	8	2007	62.4
4	9	2007	64.4
4	10	2007	62.1
4	11	2007	64.9
4	12	2007	73.7
4	13	2007	73.6
4	14	2007	75.4
4	15	2007	72.7
4	16	2007	74.4
4	17	2007	74.4
4	18	2007	59.4
4	19	2007	69.9
4	20	2007	74.5
4	21	2007	77.6
4	22	2007	81.4
4	23	2007	71.2
4	24	2007	71.8
4	25	2007	68.2
4	26	2007	72.3
4	27	2007	74.7
4	28	2007	72.7
4	29	2007	79
4	30	2007	76.3
5	1	2007	72
5	2	2007	74.2
5	3	2007	78
5	4	2007	79.5
5	5	2007	73.8
5	6	2007	75
5	7	2007	73
5	8	2007	77.9
5	9	2007	78.1
5	10	2007	78.8
5	11	2007	79.3
5	12	2007	78.9
5	13	2007	75.1
5	14	2007	76.2
5	15	2007	79.2
5	16	2007	82.6
5	17	2007	78.7
5	18	2007	75.2
5	19	2007	72.1
5	20	2007	72.5
5	21	2007	78.3
5	22	2007	82.5
5	23	2007	82
5	24	2007	86.8
5	25	2007	86.5
5	26	2007	84.4
5	27	2007	86.3
5	28	2007	84.7
5	29	2007	85.1
5	30	2007	77.9
5	31	2007	83.3
6	1	2007	84.1
6	2	2007	87.5
6	3	2007	81.3
6	4	2007	80
6	5	2007	80.1
6	6	2007	76.4
6	7	2007	77.3
6	8	2007	75.3
6	9	2007	76
6	10	2007	77.5
6	11	2007	80.1
6	12	2007	80.5
6	13	2007	83.7
6	14	2007	86.2
6	15	2007	81
6	16	2007	78.8
6	17	2007	82.2
6	18	2007	83.6
6	19	2007	84
6	20	2007	85
6	21	2007	85
6	22	2007	87.1
6	23	2007	84.1
6	24	2007	87.2
6	25	2007	84.4
6	26	2007	82.6
6	27	2007	81.1
6	28	2007	84.3
6	29	2007	83.6
6	30	2007	85.8
7	1	2007	85.5
7	2	2007	85.7
7	3	2007	86.1
7	4	2007	85.6
7	5	2007	83.8
7	6	2007	85.7
7	7	2007	87.8
7	8	2007	88.1
7	9	2007	84
7	10	2007	86.8
7	11	2007	83.1
7	12	2007	86.1
7	13	2007	85.4
7	14	2007	85
7	15	2007	86.1
7	16	2007	87
7	17	2007	89.2
7	18	2007	88.5
7	19	2007	89.9
7	20	2007	89.9
7	21	2007	89.8
7	22	2007	89.4
7	23	2007	86.8
7	24	2007	84.9
7	25	2007	85.9
7	26	2007	85
7	27	2007	87.4
7	28	2007	86.5
7	29	2007	86.9
7	30	2007	84.1
7	31	2007	84.5
8	1	2007	86.7
8	2	2007	87.4
8	3	2007	84.8
8	4	2007	81.7
8	5	2007	85.6
8	6	2007	87
8	7	2007	81
8	8	2007	84.7
8	9	2007	86.5
8	10	2007	83
8	11	2007	84.9
8	12	2007	79.3
8	13	2007	83.7
8	14	2007	81.1
8	15	2007	86.1
8	16	2007	86
8	17	2007	82.9
8	18	2007	81.2
8	19	2007	81.8
